word,3gab.txt,3gar.txt,3stu.txt,abbe.txt,advs.txt,bery.txt,blac.txt,blan.txt,blue.txt,bosc.txt,bruc.txt,cano.txt,card.txt,case.txt,chas.txt,cnus.txt,copp.txt,cree.txt,croo.txt,danc.txt,devi.txt,dyin.txt,empt.txt,engr.txt,fina.txt,five.txt,glor.txt,gold.txt,gree.txt,houn.txt,iden.txt,illu.txt,lady.txt,last.txt,lion.txt,lstb.txt,maza.txt,mems.txt,miss.txt,musg.txt,nava.txt,nobl.txt,norw.txt,prio.txt,redc.txt,redh.txt,reig.txt,resi.txt,reti.txt,retn.txt,scan.txt,seco.txt,shos.txt,sign.txt,silv.txt,sixn.txt,soli.txt,spec.txt,stoc.txt,stud.txt,suss.txt,thor.txt,twis.txt,vall.txt,veil.txt,wist.txt,yell.txt
badly,,,,2,2,1,1,,,,2,27,,4,,23,,,,2,,,,,,1,1,,,2,,1,2,,,5,1,5,,1,,,,,,,,,,6,,,1,1,,,1,,1,1,,,,1,1,1,2
baffled,,1,,,3,,,,,,,9,,1,1,8,,,,,,,,,1,2,,,,1,,,,,,,,2,,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,,,
bag,,,,,10,,,,,,,42,,1,,41,1,,,3,,,1,,1,1,1,,,,,,1,,,7,1,11,,4,,3,1,1,4,,,,,8,1,,,1,3,2,,,2,2,,,4,2,,2,
bagatelle,,,,,,,,,,,,2,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
baggage,1,,,,,,1,,,,,9,,1,,8,,,,,3,,,,,,,,,,,,,1,,5,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,1,,,
bagged,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baggily,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
baggy,,,,,2,,,,,,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,
bags,,,,,1,,,,,,,7,,1,1,6,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,,1,,,1,,,
bail,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bain,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
bait,,,,,,,,,,,,5,,1,,4,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,1,,,,,,,
baited,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
baits,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baize,,,1,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,
baked,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
baker,,1,1,1,42,3,2,,16,1,3,135,2,14,1,121,3,1,1,3,,,5,2,2,2,,1,1,14,2,5,2,,,9,1,15,1,,3,1,1,2,,3,3,3,2,23,6,1,1,11,,2,2,1,1,6,3,,2,1,,2,1
bakers,,,,,2,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balance,,,,,1,,,,1,,2,17,,,,17,,,,,,1,1,,,,1,1,,1,,,,,,4,,1,,,,,1,,,,,,,4,,1,,3,,,,,,1,,,,2,,1,
balanced,,,,,1,,,1,,,,8,,3,,5,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,1,,,,,,1,1,,,1,,,,,,,1,1,,,,,
balancing,,,,,2,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
balcony,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bald,,1,,,2,,,,,,,11,,1,,10,,,,,,1,1,,,,,,,,2,,1,1,,3,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,1,,,
baldly,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
baldness,,,,,,,,,,,,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
baldwin,,,,,,,,,,,,50,,,,50,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,49,,,
baldy,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baleful,,,,,1,,,,,,,3,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,
balked,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
balks,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ball,,,1,,5,,,,,1,,11,,1,,10,,,,,,,,,,,,,,,4,,,,,,,4,,1,,,,,,,2,,,1,,,,,,,,,1,,,1,,,,,
ballarat,,,,,6,,,,,6,,7,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
balloon,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
balls,,,,,1,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,
balm,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
balmoral,,,,,4,,,,,,,7,,,,7,,,,,,,1,,,,,,,,,,,,,,,2,,,,4,,,,,,,,1,,,,,2,,,,,,,,,,,,
balmy,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
balsamic,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
balustrade,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
balustraded,,,,,1,,,,,,,3,,1,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
balzac,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bamboo,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
ban,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
band,1,,,,15,1,,,1,,,33,,1,,32,,,,1,,,,,,,,,,2,,,,,,2,,2,,,1,,,,1,,,,,2,,,,4,,,1,12,1,3,,,,2,,1,
bandage,,,,,1,,,,,,,3,,,,3,,,,,,,,1,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
bandaged,,,,,1,,,,,,,3,,2,,1,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bandages,,,,,1,,,,,,,2,,1,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bandanna,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
banded,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
bandied,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
bands,,,,,2,,,,,,,6,,,,6,,,,,,,,1,,,,1,,,,,,,,,,2,,,,,,,,,,,,1,1,,,1,,,,,1,,,,,,,,1
bandy,,,,,1,,,,,1,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
bane,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
bang,,,,,2,,,,1,,,4,,,,4,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
banged,1,,,,1,,,,,,,4,,1,,3,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
bangor,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
banish,,,,,,,1,,,,,2,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
banished,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
banishment,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
bank,1,1,,,14,1,,,,,2,52,1,5,,47,,,,1,2,,1,,,1,,,,6,1,,1,,1,6,,4,1,,,,3,1,,9,,3,1,7,,,,8,1,,,,,,,1,2,2,,,
bankbook,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
banked,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,2,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,
banker,,,,,12,11,1,,,,,17,,,,17,,,,,,,,,,,,1,,,,,1,,,1,,2,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,1
bankers,,,,,1,1,1,,,,,5,,1,,4,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1
banking,,,,,3,3,,,,,,7,,,,7,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,
banks,,,,,2,,,,1,,,11,,2,1,9,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,1,,,,1,,,,1,,,,,,1,,1,,2,,,
banner,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
bannister,,,23,,,,,,,,,23,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,
banquet,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banqueting,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baptiste,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
bar,1,,,,10,,,,3,,,37,1,1,,36,1,,,,,,,1,,1,1,,,,,,,,,2,,4,,,1,,,2,1,,,,,5,,,,1,,,3,3,,2,,,1,12,,,2
barbaric,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
barbarous,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barbed,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
barber,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barberton,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barcarole,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barcelona,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
barclay,,,,,,,,,,,1,35,,,,35,,,34,,,,,,,,,,,,,,,,,1,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barclays,,,,,,,,,,,,2,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bardle,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bare,,,,1,4,1,,2,1,,,24,2,2,,22,,,1,,,,1,,,,,,,1,,,,,,2,,4,,,2,,,,,,,,,2,,,,1,,,,1,1,3,,,1,5,,,
bared,,,,,,,,,,,,2,,,,2,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barelli,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
bargain,1,,,,1,,,,,,,11,,3,,8,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,2,,,,,,4,,,1,2,,,1,,,1,,,,,,,
bargained,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,
barge,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
barges,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
bari,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
baritsu,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
bark,,,,,2,,,,,1,,7,,,,7,,,,,,,,,,,4,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,
barked,,,,,,,,,,,,2,,,,2,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
barker,,,,,,,,,,,,87,,6,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,81,,,
barking,,,,,,,,,,,,3,,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
barkings,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmaid,,,,,3,,,,,3,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barnes,,,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
barney,10,,,,,,,1,,,,11,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barnicot,,,,,,,,,,,,9,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,9,,,,,,,,,,,
barometer,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
barometric,,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baron,,,,,,,,,,,,32,,23,,9,,,,,,,,,,,,,,,,22,,7,,7,1,1,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,
baronet,,,,1,,,,,,,,52,,3,,49,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,
barons,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
barouche,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
barque,,,,,3,,,,,,,3,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barracks,,,,,,,,,,,,3,,,,3,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
barraud,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
barred,,,,,7,,,1,4,,,15,,1,1,14,,,,,,,1,1,,,,,,1,,,1,,,1,,3,,,,,,,,,,3,,2,,,,,,,,1,,,,,1,,,,
barrel,1,,,,1,,,,,,,26,,2,2,24,,,,,,,1,,,,3,,,,,,,,,,,4,,1,,,,,,1,,,,4,,,,10,,,1,,,,,1,,5,,,
barrelled,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
barrels,,,,,,,,,,,,10,,1,,9,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,7,,,
barren,,,,,,,,,,,,11,1,1,,10,,,,,1,,,,,,,,,3,,1,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,
barrenness,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
barrett,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,
barricade,,,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barricaded,,,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barrier,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,1
barriers,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barrister,,,,,,,,,,,,4,,3,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
barrow,,,,,1,,,,,,,5,,,,5,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,
barrymore,,,,,,,,,,,,73,,,,73,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barrymores,,,,,,,,,,,,6,,,,6,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bars,,,,1,4,,,,,,,10,,1,,9,1,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,1,,,1,,,,2,,,,2,,,,,,,1,,
bart,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
bartender,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
bartenders,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
bartholomew,,,,,,,,,,,,23,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,1,,,
barton,,,,,1,,,,,,,4,,3,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
bartons,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
baryta,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basaltic,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
base,,,,,1,,,,,,,15,,6,,9,,,,,,,,,,,,2,,,,,,,4,,,,1,,,,,,,,,,,3,,,,,,,,,,5,,1,1,,1,,
based,,,,,,,,,,,,2,,,,2,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
basement,,1,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
bashful,,,,,1,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,
basic,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
basil,,,,,,,4,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
basin,,,,,2,,,,,,,4,,,,4,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,
basis,,,,1,1,,,,,,,12,1,1,,11,,,1,1,,,,,,,,,1,3,,,,,,1,,3,,,,,,,,,,,,2,,,,,1,,,1,,1,,1,,,,,
bask,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
baskerville,,,,,,,,,,,,116,,,,116,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baskervilles,,,,,,,,,,,,16,,,,16,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basket,,,,,3,,,1,1,,,11,1,3,,8,,1,,,,,,,,,,,,,,,,,,1,,3,,,,1,,,,,,1,,,,,,1,,,,,1,,1,,1,,,,1
basketful,,,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baskets,,,,,,,,,,,,3,,1,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
basking,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basle,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bass,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
bat,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batch,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
bated,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
bates,,,,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
bath,,,,,2,,,,,,,15,,1,,14,,,,,,,,,,,,2,,1,,1,8,,,8,,,,,,,,,,,,,,2,,,,1,,,,,,,,,2,,,,
bathe,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bathed,,,,,,,,,,,,4,,2,,2,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
bather,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bathing,,,,1,,,,,,,,7,,6,,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,
bathroom,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
bathsheba,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
battalion,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
battered,,,,,3,,,,3,,,5,,1,,4,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,
battery,,,,,,,,,,,,3,,,,3,,,1,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
battle,,,,,1,,,1,1,,,10,,1,,9,,,,,1,,,,,,,1,,1,,,,,,1,,2,,1,,,,,,,1,,,1,,,,,,,,,,2,,,,1,,,
battlefield,,,,,,,,1,,,,2,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
battleship,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baulk,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bawl,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
bawling,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
baxter,,,,,1,,,,,1,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
bay,,1,,,,,1,,,,,11,,2,1,9,,,,,2,,1,,,,1,,,,,,,1,1,3,,2,,,,,,,,,,,,3,,,,1,1,,,,,,,,,,,,
bayard,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
baying,,,,,1,,,,,,,3,,,,3,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baynes,,,,,,,,,,,,35,,,,35,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,
